id;vendor;model;year;modification;lz;pcd;dia;bolt;create_time;description;id;carmodel;spectype;front_width;front_profile;front_diameter;back_width;back_profile;back_diameter;create_time
"100080";"Renault";"Scenic";"2002";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:27";"Alternative";"344853";"100080";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:25:19"
"100081";"Renault";"Scenic";"2002";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:27";"Alternative";"344856";"100081";"ALTERNATIVE";"205";"60";"15";\N;\N;\N;"2020-11-02 18:25:22"
"100081";"Renault";"Scenic";"2002";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:27";"Alternative";"344857";"100081";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:25:21"
"100081";"Renault";"Scenic";"2002";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:27";"Alternative";"344858";"100081";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:25:21"
"100082";"Renault";"Scenic";"2002";"2.0i RX4 I (JA) (EDM)";"5";"108.000";"60.100";"bolt:14*1.5";"2020-10-23 04:06:28";"Alternative";"344860";"100082";"ALTERNATIVE";"215";"60";"16";\N;\N;\N;"2020-11-02 18:25:22"
"100082";"Renault";"Scenic";"2002";"2.0i RX4 I (JA) (EDM)";"5";"108.000";"60.100";"bolt:14*1.5";"2020-10-23 04:06:28";"Alternative";"344861";"100082";"ALTERNATIVE";"225";"55";"17";\N;\N;\N;"2020-11-02 18:25:23"
"100083";"Renault";"Symbol";"2018";"1.0 SCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344863";"100083";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:23"
"100083";"Renault";"Symbol";"2018";"1.0 SCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344864";"100083";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:24"
"100084";"Renault";"Symbol";"2018";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344866";"100084";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:25"
"100084";"Renault";"Symbol";"2018";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344867";"100084";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:25"
"100085";"Renault";"Symbol";"2018";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344869";"100085";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:26"
"100085";"Renault";"Symbol";"2018";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344870";"100085";"ALTERNATIVE";"205";"45";"17";\N;\N;\N;"2020-11-02 18:25:27"
"100086";"Renault";"Symbol";"2019";"0.9 TCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344872";"100086";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:27"
"100086";"Renault";"Symbol";"2019";"0.9 TCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:30";"Alternative";"344873";"100086";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:28"
"100087";"Renault";"Symbol";"2019";"1.0 SCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344875";"100087";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:28"
"100087";"Renault";"Symbol";"2019";"1.0 SCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344876";"100087";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:29"
"100088";"Renault";"Symbol";"2019";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344878";"100088";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:30"
"100088";"Renault";"Symbol";"2019";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344879";"100088";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:31"
"100089";"Renault";"Symbol";"2019";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344881";"100089";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:31"
"100089";"Renault";"Symbol";"2019";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344882";"100089";"ALTERNATIVE";"205";"45";"17";\N;\N;\N;"2020-11-02 18:25:32"
"100090";"Renault";"Symbol";"2020";"0.9 TCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344884";"100090";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:32"
"100090";"Renault";"Symbol";"2020";"0.9 TCe III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344885";"100090";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:33"
"100091";"Renault";"Symbol";"2020";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344887";"100091";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:25:34"
"100091";"Renault";"Symbol";"2020";"1.5 dCi III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344888";"100091";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:34"
"100092";"Renault";"Symbol";"2020";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344890";"100092";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:25:35"
"100092";"Renault";"Symbol";"2020";"1.6i 16v III (LS) facelift (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:31";"Alternative";"344891";"100092";"ALTERNATIVE";"205";"45";"17";\N;\N;\N;"2020-11-02 18:25:36"
"100093";"Renault";"Symbol";"2012";"1.2i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344893";"100093";"ALTERNATIVE";"185";"60";"14";\N;\N;\N;"2020-11-02 18:25:37"
"100093";"Renault";"Symbol";"2012";"1.2i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344894";"100093";"ALTERNATIVE";"185";"55";"15";\N;\N;\N;"2020-11-02 18:25:37"
"100093";"Renault";"Symbol";"2012";"1.2i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344895";"100093";"ALTERNATIVE";"195";"50";"15";\N;\N;\N;"2020-11-02 18:25:38"
"100094";"Renault";"Symbol";"2012";"1.4i II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344897";"100094";"ALTERNATIVE";"185";"60";"14";\N;\N;\N;"2020-11-02 18:25:40"
"100094";"Renault";"Symbol";"2012";"1.4i II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344898";"100094";"ALTERNATIVE";"185";"55";"15";\N;\N;\N;"2020-11-02 18:25:39"
"100094";"Renault";"Symbol";"2012";"1.4i II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344899";"100094";"ALTERNATIVE";"195";"50";"15";\N;\N;\N;"2020-11-02 18:25:40"
"100095";"Renault";"Symbol";"2012";"1.4i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344902";"100095";"ALTERNATIVE";"195";"50";"15";\N;\N;\N;"2020-11-02 18:25:44"
"100095";"Renault";"Symbol";"2012";"1.4i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344903";"100095";"ALTERNATIVE";"195";"45";"16";\N;\N;\N;"2020-11-02 18:25:43"
"100096";"Renault";"Symbol";"2012";"1.5 dCi II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344906";"100096";"ALTERNATIVE";"195";"55";"15";\N;\N;\N;"2020-11-02 18:25:50"
"100096";"Renault";"Symbol";"2012";"1.5 dCi II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344907";"100096";"ALTERNATIVE";"195";"50";"16";\N;\N;\N;"2020-11-02 18:25:48"
"100097";"Renault";"Symbol";"2012";"1.6i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344910";"100097";"ALTERNATIVE";"195";"50";"15";\N;\N;\N;"2020-11-02 18:25:57"
"100097";"Renault";"Symbol";"2012";"1.6i 16v II (LU) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344911";"100097";"ALTERNATIVE";"205";"45";"16";\N;\N;\N;"2020-11-02 18:25:59"
"100098";"Renault";"Symbol";"2012";"0.9 TCe III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344913";"100098";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:26:01"
"100098";"Renault";"Symbol";"2012";"0.9 TCe III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344914";"100098";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:26:06"
"100099";"Renault";"Symbol";"2012";"1.2i 16v III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344916";"100099";"ALTERNATIVE";"185";"60";"16";\N;\N;\N;"2020-11-02 18:26:08"
"100099";"Renault";"Symbol";"2012";"1.2i 16v III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344917";"100099";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:26:12"
"100100";"Renault";"Symbol";"2012";"1.5 dCi III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344919";"100100";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:26:17"
"100100";"Renault";"Symbol";"2012";"1.5 dCi III (LS) (MEDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:32";"Alternative";"344920";"100100";"ALTERNATIVE";"205";"50";"16";\N;\N;\N;"2020-11-02 18:26:19"
"1";"Acura";"CDX";"2016";"1.5 Turbo ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"1";"1";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"2";"Acura";"CDX";"2017";"1.5 Turbo ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"2";"2";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"3";"Acura";"CDX";"2018";"1.5 Turbo ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"3";"3";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"4";"Acura";"CDX";"2018";"2.0 ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"4";"4";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"5";"Acura";"CDX";"2019";"1.5 Turbo ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"5";"5";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"6";"Acura";"CDX";"2019";"2.0 ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"6";"6";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"7";"Acura";"CDX";"2020";"1.5 Turbo ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"7";"7";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"8";"Acura";"CDX";"2020";"2.0 ";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"8";"8";"DEFAULT";"235";"50";"18";\N;\N;\N;"2020-10-30 18:25:35"
"9";"Acura";"CL";"2001";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"9";"9";"DEFAULT";"205";"60";"16";\N;\N;\N;"2020-10-30 18:25:35"
"10";"Acura";"CL";"2001";"3.2i Type-S YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"12";"10";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:35"
"11";"Acura";"CL";"2002";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"15";"11";"DEFAULT";"205";"60";"16";\N;\N;\N;"2020-10-30 18:25:35"
"12";"Acura";"CL";"2002";"3.2i Type-S YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"18";"12";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:35"
"13";"Acura";"CL";"2003";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"21";"13";"DEFAULT";"205";"60";"16";\N;\N;\N;"2020-10-30 18:25:35"
"14";"Acura";"CL";"2003";"3.2i Type-S YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"24";"14";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:35"
"15";"Acura";"CL";"1997";"2.2i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"27";"15";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:35"
"16";"Acura";"CL";"1997";"3.0i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:23";"Default";"30";"16";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:35"
"17";"Acura";"CL";"1998";"2.3i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"33";"17";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:35"
"18";"Acura";"CL";"1998";"3.0i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"36";"18";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:35"
"19";"Acura";"CL";"1999";"2.3i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"39";"19";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:35"
"20";"Acura";"CL";"1999";"3.0i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"42";"20";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"21";"Acura";"CL";"2000";"2.3i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"45";"21";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"22";"Acura";"CL";"2000";"3.0i YA1 (USDM)";"4";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"48";"22";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"23";"Acura";"CL Type-S";"2001";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"51";"23";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:36"
"24";"Acura";"CL Type-S";"2002";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"54";"24";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:36"
"25";"Acura";"CL Type-S";"2003";"3.2i YA4 (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"57";"25";"DEFAULT";"215";"50";"17";\N;\N;\N;"2020-10-30 18:25:36"
"26";"Acura";"CSX";"2005";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"60";"26";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"27";"Acura";"CSX";"2006";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"63";"27";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"28";"Acura";"CSX";"2006";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"66";"28";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"29";"Acura";"CSX";"2007";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"69";"29";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"30";"Acura";"CSX";"2007";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"72";"30";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"31";"Acura";"CSX";"2008";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"75";"31";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"32";"Acura";"CSX";"2008";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"78";"32";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"33";"Acura";"CSX";"2009";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"81";"33";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"34";"Acura";"CSX";"2009";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"84";"34";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"35";"Acura";"CSX";"2010";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"87";"35";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"36";"Acura";"CSX";"2010";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"90";"36";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"37";"Acura";"CSX";"2011";"2.0i FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"93";"37";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"38";"Acura";"CSX";"2011";"2.0i TypeS FD (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"96";"38";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"39";"Acura";"EL";"2001";"1.7i ES (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"99";"39";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"40";"Acura";"EL";"2002";"1.7i ES (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"102";"40";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"41";"Acura";"EL";"2003";"1.7i ES (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:24";"Default";"105";"41";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"42";"Acura";"EL";"2004";"1.7i ES (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"108";"42";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"43";"Acura";"EL";"2005";"1.7i ES (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"111";"43";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"44";"Acura";"EL";"1997";"1.6i MB (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"114";"44";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"45";"Acura";"EL";"1998";"1.6i MB (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"117";"45";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"46";"Acura";"EL";"1999";"1.6i MB (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"120";"46";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"47";"Acura";"EL";"2000";"1.6i MB (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"123";"47";"DEFAULT";"195";"55";"15";\N;\N;\N;"2020-10-30 18:25:36"
"48";"Acura";"ILX";"2019";"2.4i DE Facelift (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"126";"48";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"49";"Acura";"ILX";"2020";"2.4i DE Facelift (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"129";"49";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"50";"Acura";"ILX";"2016";"2.4i DE Facelift (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"132";"50";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"51";"Acura";"ILX";"2017";"2.4i DE Facelift (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"135";"51";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"52";"Acura";"ILX";"2018";"2.4i DE Facelift (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"138";"52";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"53";"Acura";"ILX";"2012";"1.5H DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"141";"53";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"54";"Acura";"ILX";"2012";"2.0i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"144";"54";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"55";"Acura";"ILX";"2012";"2.4i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"147";"55";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"56";"Acura";"ILX";"2013";"1.5H DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"150";"56";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"57";"Acura";"ILX";"2013";"2.0i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"153";"57";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"58";"Acura";"ILX";"2013";"2.4i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"156";"58";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"59";"Acura";"ILX";"2014";"1.5H DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"159";"59";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"60";"Acura";"ILX";"2014";"2.0i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"162";"60";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"61";"Acura";"ILX";"2014";"2.4i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"165";"61";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"62";"Acura";"ILX";"2015";"1.5H DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"168";"62";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"63";"Acura";"ILX";"2015";"2.0i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"171";"63";"DEFAULT";"205";"55";"16";\N;\N;\N;"2020-10-30 18:25:36"
"64";"Acura";"ILX";"2015";"2.4i DE (USDM)";"5";"114.300";"64.100";"nuts:12*1.5";"2020-10-21 14:05:25";"Default";"174";"64";"DEFAULT";"215";"45";"17";\N;\N;\N;"2020-10-30 18:25:36"
"65";"Acura";"Integra";"1995";"1.6i DB/DC (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:26";"Default";"177";"65";"DEFAULT";"175";"65";"14";\N;\N;\N;"2020-10-30 18:25:36"
"66";"Acura";"Integra";"1995";"1.8i DB/DC (USDM)";"4";"100.000";"56.100";"nuts:12*1.5";"2020-10-21 14:05:26";"Default";"180";"66";"DEFAULT";"195";"60";"14";\N;\N;\N;"2020-10-30 18:25:36"
